GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:0048333	mesodermal cell differentiation	acts_on_population_of(CL:0002322)
GO:1904676	negative regulation of somatic stem cell division	acts_on_population_of(CL:0002322)
GO:0010668	ectodermal cell differentiation	acts_on_population_of(CL:0002322)
GO:0019827	stem cell population maintenance	acts_on_population_of(CL:0002322)
GO:1903225	negative regulation of endodermal cell differentiation	acts_on_population_of(CL:0002322)
GO:0035987	endodermal cell differentiation	acts_on_population_of(CL:0002322)
GO:1904673	negative regulation of somatic stem cell population maintenance	acts_on_population_of(CL:0002322)
GO:0033598	mammary gland epithelial cell proliferation	acts_on_population_of(CL:0002327)
GO:0033598	mammary gland epithelial cell proliferation	acts_on_population_of(CL:0002327)
GO:0035019	somatic stem cell population maintenance	acts_on_population_of(CL:0002335)
GO:0035019	somatic stem cell population maintenance	acts_on_population_of(CL:0002337)
GO:0010996	response to auditory stimulus	acts_on_population_of(CL:0002374)
GO:0090026	positive regulation of monocyte chemotaxis	acts_on_population_of(CL:0002395
GO:0043322	negative regulation of natural killer cell degranulation	acts_on_population_of(CL:0002438
GO:0032689	negative regulation of interferon-gamma production	acts_on_population_of(CL:0002438
GO:0010629	negative regulation of gene expression	acts_on_population_of(CL:0002438
GO:0098586	cellular response to virus	acts_on_population_of(CL:0002438
GO:0050679	positive regulation of epithelial cell proliferation	acts_on_population_of(CL:0002491)
GO:0060038	cardiac muscle cell proliferation	acts_on_population_of(CL:0002494)
GO:0048662	negative regulation of smooth muscle cell proliferation	acts_on_population_of(CL:0002539
GO:0048662	negative regulation of smooth muscle cell proliferation	acts_on_population_of(CL:0002539)
GO:0010763	positive regulation of fibroblast migration	acts_on_population_of(CL:0002548)
GO:0036446	myofibroblast differentiation	acts_on_population_of(CL:0002548)
GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	acts_on_population_of(CL:0002553
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	acts_on_population_of(CL:0002563
GO:0010628	positive regulation of gene expression	acts_on_population_of(CL:0002563)
GO:1903543	positive regulation of exosomal secretion	acts_on_population_of(CL:0002563)
GO:1902037	negative regulation of hematopoietic stem cell differentiation	acts_on_population_of(CL:0002569)
GO:0043117	positive regulation of vascular permeability	acts_on_population_of(CL:0002585
GO:1905064	negative regulation of vascular smooth muscle cell differentiation	acts_on_population_of(CL:0002591)
GO:1905065	positive regulation of vascular smooth muscle cell differentiation	acts_on_population_of(CL:0002591)
GO:0008284	positive regulation of cell proliferation	acts_on_population_of(CL:0002600)
GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	acts_on_population_of(CL:0002600)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:0002618)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:0002618)
GO:0034115	negative regulation of heterotypic cell-cell adhesion	acts_on_population_of(CL:0002618)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:0002618)
GO:0032924	activin receptor signaling pathway	acts_on_population_of(CL:0005014)
GO:0008283	cell proliferation	acts_on_population_of(CL:0005014)
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	acts_on_population_of(CL:0005023)
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	acts_on_population_of(CL:0005023)
GO:0008045	motor neuron axon guidance	acts_on_population_of(CL:0005025)
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	acts_on_population_of(CL:0005025)
GO:0061351	neural precursor cell proliferation	acts_on_population_of(CL:0013000)
GO:0008066	glutamate receptor activity	acts_on_population_of(CL:1001474
GO:1903295	negative regulation of glutamate secretion, neurotransmission	acts_on_population_of(CL:1001474
GO:0090394	negative regulation of excitatory postsynaptic potential	acts_on_population_of(CL:1001474
GO:0031915	positive regulation of synaptic plasticity	acts_on_population_of(CL:1001474)
GO:1900454	positive regulation of long term synaptic depression	acts_on_population_of(CL:1001474)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:1001568)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:1001568)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:1001568)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:1001568)
GO:0043117	positive regulation of vascular permeability	acts_on_population_of(CL:1001602)
GO:0010628	positive regulation of gene expression	acts_on_population_of(CL:2000001
GO:0010629	negative regulation of gene expression	acts_on_population_of(CL:2000001
GO:0010628	positive regulation of gene expression	acts_on_population_of(CL:2000001
GO:0010629	negative regulation of gene expression	acts_on_population_of(CL:2000001
GO:0071636	positive regulation of transforming growth factor beta production	acts_on_population_of(CL:2000001)
GO:1903140	regulation of establishment of endothelial barrier	acts_on_population_of(CL:2000008)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:2000008)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:2000008)
GO:0030866	cortical actin cytoskeleton organization	acts_on_population_of(CL:2000008)
GO:1903347	negative regulation of bicellular tight junction assembly	acts_on_population_of(CL:2000008)
GO:0034113	heterotypic cell-cell adhesion	acts_on_population_of(CL:2000008)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	acts_on_population_of(CL:2000016)
GO:0010629	negative regulation of gene expression	acts_on_population_of(CL:2000016)
GO:0010468	regulation of gene expression	acts_on_population_of(GO:0005739
GO:0033043	regulation of organelle organization	acts_on_population_of(GO:0005776)
GO:0048284	organelle fusion	acts_on_population_of(GO:0055037)
GO:1902667	regulation of axon guidance	acts_on_population_of(WBbt:0003832)
GO:1902667	regulation of axon guidance	acts_on_population_of(WBbt:0003832)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0004054)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0004056)
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004512
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004512
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004512)
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004513
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004513
GO:0043065	positive regulation of apoptotic process	acts_on_population_of(WBbt:0004513)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0005232)
GO:0030336	negative regulation of cell migration	acts_on_population_of(WBbt:0005232)
GO:0048666	neuron development	acts_on_population_of(WBbt:0005237)
GO:1902855	regulation of nonmotile primary cilium assembly	acts_on_population_of(WBbt:0005671)
GO:0019827	stem cell population maintenance	acts_on_population_of(WBbt:0005753)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0006830)
GO:1902667	regulation of axon guidance	acts_on_population_of(WBbt:0006830)
GO:1902667	regulation of axon guidance	acts_on_population_of(WBbt:0006830)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0006863)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0006865)
GO:1901074	regulation of engulfment of apoptotic cell	acts_on_population_of(WBbt:0006865)
GO:0030334	regulation of cell migration	acts_on_population_of(WBbt:0008598)
GO:0005615	extracellular space	adjacent_to(CL:0000019)
GO:0005578	proteinaceous extracellular matrix	adjacent_to(CL:0000117)
GO:0005615	extracellular space	adjacent_to(CL:0000117)
GO:0005576	extracellular region	adjacent_to(CL:0000134)
GO:0005615	extracellular space	adjacent_to(CL:0000540)
GO:0043205	fibril	adjacent_to(CL:0000540)
GO:0005615	extracellular space	adjacent_to(CL:0001031)
GO:0005578	proteinaceous extracellular matrix	adjacent_to(CL:0002138)
GO:0005615	extracellular space	adjacent_to(CL:1001561)
GO:0055037	recycling endosome	adjacent_to(GO:0000922
GO:0005874	microtubule	adjacent_to(GO:0005925)
GO:0031410	cytoplasmic vesicle	adjacent_to(GO:0005925)
GO:0045177	apical part of cell	adjacent_to(GO:0032421)
GO:0090636	outer dense plaque of desmosome	adjacent_to(GO:0042383)
GO:0005737	cytoplasm	adjacent_to(GO:0055120)
GO:0045177	apical part of cell	adjacent_to(GO:0060091)
GO:0055037	recycling endosome	adjacent_to(GO:0072686
GO:0043205	fibril	adjacent_to(GO:1990794
GO:0005578	proteinaceous extracellular matrix	adjacent_to(WBbt:0004522
GO:0005578	proteinaceous extracellular matrix	adjacent_to(WBbt:0008125)
GO:0071222	cellular response to lipopolysaccharide	causally_upstream_of(GO:0000060)
GO:1904628	cellular response to phorbol 13-acetate 12-myristate	causally_upstream_of(GO:0000060)
GO:0071217	cellular response to external biotic stimulus	causally_upstream_of(GO:0000060)
GO:1990858	cellular response to lectin	causally_upstream_of(GO:0000060)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0001649
GO:1903231	mRNA binding involved in posttranscriptional gene silencing	causally_upstream_of(GO:0001649
GO:1900426	positive regulation of defense response to bacterium	causally_upstream_of(GO:0001819
GO:0035425	autocrine signaling	causally_upstream_of(GO:0001837)
GO:0038001	paracrine signaling	causally_upstream_of(GO:0001837)
GO:0042594	response to starvation	causally_upstream_of(GO:0001934
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0001937)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0001937)
GO:0035278	miRNA mediated inhibition of translation	causally_upstream_of(GO:0002027)
GO:0035278	miRNA mediated inhibition of translation	causally_upstream_of(GO:0002027)
GO:0046579	positive regulation of Ras protein signal transduction	causally_upstream_of(GO:0002370)
GO:0004190	aspartic-type endopeptidase activity	causally_upstream_of(GO:0002778
GO:1990579	peptidyl-serine trans-autophosphorylation	causally_upstream_of(GO:0004521)
GO:0004674	protein serine/threonine kinase activity	causally_upstream_of(GO:0004521)
GO:0034605	cellular response to heat	causally_upstream_of(GO:0005229
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	causally_upstream_of(GO:0005229
GO:2001259	positive regulation of cation channel activity	causally_upstream_of(GO:0005248
GO:0090002	establishment of protein localization to plasma membrane	causally_upstream_of(GO:0005248)
GO:0071477	cellular hypotonic salinity response	causally_upstream_of(GO:0005262)
GO:0071360	cellular response to exogenous dsRNA	causally_upstream_of(GO:0005515
GO:0042803	protein homodimerization activity	causally_upstream_of(GO:0006379)
GO:0033138	positive regulation of peptidyl-serine phosphorylation	causally_upstream_of(GO:0006412)
GO:0005515	protein binding	causally_upstream_of(GO:0006611)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0006919)
GO:0009593	detection of chemical stimulus	causally_upstream_of(GO:0006935)
GO:0070781	response to biotin	causally_upstream_of(GO:0006935)
GO:0010035	response to inorganic substance	causally_upstream_of(GO:0006935)
GO:0031291	Ran protein signal transduction	causally_upstream_of(GO:0007079
GO:0031291	Ran protein signal transduction	causally_upstream_of(GO:0007080
GO:0048815	hermaphrodite genitalia morphogenesis	causally_upstream_of(GO:0007113
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0008284
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0008285)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0008285)
GO:0042542	response to hydrogen peroxide	causally_upstream_of(GO:0008340
GO:0042594	response to starvation	causally_upstream_of(GO:0008340)
GO:0035278	miRNA mediated inhibition of translation	causally_upstream_of(GO:0008360)
GO:0006935	chemotaxis	causally_upstream_of(GO:0010226)
GO:0007635	chemosensory behavior	causally_upstream_of(GO:0010226)
GO:1903935	response to sodium arsenite	causally_upstream_of(GO:0010628
GO:0071356	cellular response to tumor necrosis factor	causally_upstream_of(GO:0010628)
GO:0004843	thiol-dependent ubiquitin-specific protease activity	causally_upstream_of(GO:0010628)
GO:0071321	cellular response to cGMP	causally_upstream_of(GO:0010628)
GO:0032495	response to muramyl dipeptide	causally_upstream_of(GO:0010628)
GO:0098586	cellular response to virus	causally_upstream_of(GO:0010628)
GO:0032496	response to lipopolysaccharide	causally_upstream_of(GO:0010628)
GO:0032496	response to lipopolysaccharide	causally_upstream_of(GO:0010629
GO:0002519	natural killer cell tolerance induction	causally_upstream_of(GO:0010629
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	causally_upstream_of(GO:0010629
GO:0002519	natural killer cell tolerance induction	causally_upstream_of(GO:0010629)
GO:0050729	positive regulation of inflammatory response	causally_upstream_of(GO:0010759)
GO:0010994	free ubiquitin chain polymerization	causally_upstream_of(GO:0010800
GO:0018105	peptidyl-serine phosphorylation	causally_upstream_of(GO:0010801
GO:0031647	regulation of protein stability	causally_upstream_of(GO:0010826)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0014910
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0014910
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0014910
GO:0000722	telomere maintenance via recombination	causally_upstream_of(GO:0016233)
GO:2001259	positive regulation of cation channel activity	causally_upstream_of(GO:0016286)
GO:2001259	positive regulation of cation channel activity	causally_upstream_of(GO:0016286)
GO:0035195	gene silencing by miRNA	causally_upstream_of(GO:0016477)
GO:1903231	mRNA binding involved in posttranscriptional gene silencing	causally_upstream_of(GO:0016477)
GO:0051572	negative regulation of histone H3-K4 methylation	causally_upstream_of(GO:0019216)
GO:0061086	negative regulation of histone H3-K27 methylation	causally_upstream_of(GO:0019216)
GO:0045815	positive regulation of gene expression, epigenetic	causally_upstream_of(GO:0019216)
GO:0003031	detection of carbon dioxide	causally_upstream_of(GO:0019722
GO:0003031	detection of carbon dioxide	causally_upstream_of(GO:0019722
GO:0050907	detection of chemical stimulus involved in sensory perception	causally_upstream_of(GO:0019722
GO:0050907	detection of chemical stimulus involved in sensory perception	causally_upstream_of(GO:0019722
GO:1902161	positive regulation of cyclic nucleotide-gated ion channel activity	causally_upstream_of(GO:0030073
GO:1902161	positive regulation of cyclic nucleotide-gated ion channel activity	causally_upstream_of(GO:0030073
GO:0010628	positive regulation of gene expression	causally_upstream_of(GO:0030198)
GO:0010628	positive regulation of gene expression	causally_upstream_of(GO:0030198)
